Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
55,255.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
56,259.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
57,264.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
58,268.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
59,273.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
60,277.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
61,281.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
62,286.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
63,290.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
64,295.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
65,299.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
66,304.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
67,308.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
68,313.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
69,318.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
70,322.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
71,327.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
72,332.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
73,336.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
74,341.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
75,345.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
76,350.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
77,355.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
78,359.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
79,364.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
80,368.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
81,372.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
82,377.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
83,381.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
84,386.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
85,390.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
86,395.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
87,399.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
88,403.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
89,448.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
90,454.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
91,461.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
92,468.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
93,476.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
94,482.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
95,489.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
96,496.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
97,502.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
98,509.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
99,516.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
100,522.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
101,528.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
102,534.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
103,540.00,32.22688096,119.94025755,32.15560000,119.92900000,32.15560000,119.92900000,0.3933,8005.54,1,959,split,4,1,-1,2273.75,2273.75,2273.75
104,546.00,32.22434400,119.94288799,32.15560000,119.92900000,32.15560000,119.92900000,0.4167,7763.59,1,937,split,5,1,-1,2390.89,2390.89,2390.89
105,553.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
106,560.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
107,567.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
108,574.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
109,580.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
110,587.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
111,594.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
112,599.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
113,605.00,32.15426500,119.92278978,32.15560000,119.92900000,32.15560000,119.92900000,0.4167,603.56,1,31,split,5,1,-1,7194.44,7194.44,7194.44
114,611.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
115,617.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
116,623.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
117,629.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
118,634.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
119,640.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
120,646.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
121,652.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
122,658.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
123,664.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
124,670.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
125,676.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
126,681.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
127,688.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
128,693.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
129,700.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
130,706.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
131,713.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
132,719.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
133,726.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
134,733.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
135,739.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
136,746.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
137,753.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
138,759.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
139,765.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
140,772.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
141,779.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
142,786.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
143,793.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
144,800.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
145,807.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
146,813.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
147,820.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
148,826.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
149,833.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
150,840.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
151,846.00,32.19302410,119.94081547,32.15560000,119.92900000,32.15560000,119.92900000,0.4867,4312.15,1,522,split,8,1,-1,1769.10,1769.10,1769.10
152,853.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
153,860.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
154,866.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
155,873.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
156,880.00,32.15447959,119.92645298,32.15560000,119.92900000,32.15560000,119.92900000,0.4167,270.40,1,33,split,5,1,-1,2470.46,2470.46,2470.46
157,886.00,32.22468734,119.94173411,32.15560000,119.92900000,32.15560000,119.92900000,0.4400,7783.78,1,937,split,6,1,-1,5600.18,5600.18,5600.18
158,893.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
159,899.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
160,905.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
161,911.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
162,917.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
163,924.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
164,930.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
165,936.00,32.15401823,119.92703626,32.15560000,119.92900000,32.15560000,119.92900000,0.4400,255.38,1,33,split,6,1,-1,1489.16,1489.16,1489.16
166,943.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
167,949.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
168,956.00,32.15449032,119.92756882,32.15560000,119.92900000,32.15560000,119.92900000,0.4167,182.85,1,33,split,5,1,-1,1175.34,1175.34,1175.34
169,962.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
170,968.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
171,974.00,32.15560000,119.92900000,32.15560000,119.92900000,32.15560000,119.92900000,0.0000,0.00,0,-1,split,0,0,-1,,,
172,980.00,32.15351986,119.92736594,32.15560000,119.92900000,32.15351986,119.92736594,0.4400,278.05,1,10,split,6,1,-1,978.81,978.81,978.81
173,986.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
174,992.00,32.15259713,119.92683338,32.15351986,119.92736594,32.15351986,119.92736594,0.3933,114.31,1,10,split,4,1,-1,775.73,775.73,775.73
175,997.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
176,1003.00,32.15231817,119.92602186,32.15351986,119.92736594,32.15351986,119.92736594,0.3933,184.19,1,10,split,4,1,-1,656.61,656.61,656.61
177,1009.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
178,1052.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
179,1057.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
180,1062.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
181,1067.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
182,1071.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
183,1076.00,32.15400750,119.92319554,32.15351986,119.92736594,32.15351986,119.92736594,0.3933,396.57,1,31,split,4,1,-1,1285.15,1285.15,1285.15
184,1081.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
185,1085.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
186,1090.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
187,1095.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
188,1100.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
189,1105.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
190,1109.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
191,1114.00,32.23050639,119.95078499,32.15351986,119.92736594,32.15351986,119.92736594,0.4867,8849.50,1,1010,split,8,1,-1,6987.01,1947.45,1947.45
192,1119.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
193,1123.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
194,1128.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
195,1133.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
196,1137.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
197,1142.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
198,1146.00,32.15351986,119.92736594,32.15351986,119.92736594,32.15351986,119.92736594,0.0000,0.00,0,-1,split,0,0,-1,,,
