Frame,Time_Sec,Lat,Lng,Alt,Heading
118,1353,38.8434,101.043,2573.18,89.9888
119,1358,38.8434,101.044,2573.62,89.8684
120,1363,38.8435,101.046,2573.61,89.3585
121,1367,38.8435,101.047,2573.47,89.8799
122,1372,38.8434,101.049,2573.49,90.2351
123,1377,38.8435,101.05,2573.61,91.106
124,1382,38.8435,101.052,2573.47,89.559
125,1387,38.8434,101.053,2573.8,91.2894
126,1392,38.8435,101.055,2573.03,92.3321
127,1397,38.8435,101.056,2573.48,90.1148
128,1402,38.8435,101.058,2573.64,88.8944
129,1407,38.8435,101.059,2573.2,89.284
130,1412,38.8434,101.061,2573.24,90.1033
131,1417,38.8435,101.062,2573.28,90.1778
132,1422,38.8434,101.064,2574.2,91.0143
133,1427,38.8434,101.065,2573.39,91.3467
134,1432,38.8435,101.067,2573.49,94.3547
135,1437,38.8435,101.068,2573.14,92.4868
136,1442,38.8434,101.07,2573.01,88.9746
137,1447,38.8435,101.071,2572.87,90.4299
138,1452,38.8434,101.073,2573.87,88.1553
139,1457,38.8434,101.074,2573.38,89.4215
140,1462,38.8434,101.076,2573.74,88.7855
141,1467,38.8434,101.077,2573.29,90.0403
142,1472,38.8435,101.079,2573.6,90.768
143,1477,38.8435,101.08,2573.28,93.3921
144,1482,38.8435,101.082,2574.12,90.3784
145,1487,38.8435,101.083,2573.13,89.0147
146,1492,38.8434,101.085,2573.12,87.611
147,1497,38.8435,101.086,2573.27,89.5132
148,1502,38.8435,101.088,2574.51,93.8963
149,1507,38.8435,101.089,2573.38,90.0346
150,1568,38.8399,101.089,2573.1,-89.1694
151,1575,38.8399,101.088,2573.97,-89.9315
152,1583,38.8399,101.086,2573.46,-87.6224
153,1590,38.8399,101.085,2573.12,-87.9261
154,1598,38.8399,101.083,2573.55,-86.1385
155,1605,38.8399,101.082,2573.39,-90.6419
156,1612,38.8399,101.08,2573.38,-86.5395
157,1620,38.8399,101.079,2573.12,-89.4043
158,1627,38.8399,101.077,2573.3,-86.3734
159,1635,38.8399,101.076,2573.56,-91.169
160,1642,38.8399,101.074,2573.09,-90.4013
161,1650,38.8399,101.073,2573.66,-89.1007
162,1657,38.8399,101.071,2573.63,-90.5846
163,1664,38.8399,101.07,2573.98,-89.5877
164,1672,38.8399,101.068,2573.36,-90.0804
165,1680,38.8399,101.067,2573.64,-88.2641
166,1687,38.8399,101.065,2573.18,-89.8169
167,1695,38.8399,101.064,2573.79,-90.2179
168,1702,38.8399,101.062,2572.92,-90.4643
169,1710,38.8399,101.061,2573.59,-89.347
170,1718,38.8399,101.059,2573.42,-91.0086
171,1726,38.8399,101.058,2573.5,-89.0548
172,1734,38.8399,101.056,2573.12,-90.3096
173,1742,38.8399,101.055,2573.76,-90.6477
174,1750,38.8399,101.053,2573.68,-88.31
175,1757,38.8399,101.052,2573.33,-91.1461
176,1765,38.8399,101.05,2573.54,-87.0437
177,1773,38.8399,101.049,2573.5,-90.132
178,1781,38.8399,101.047,2573.58,-86.0411
179,1789,38.8399,101.046,2573.3,-89.8684
180,1797,38.8399,101.044,2573.38,-86.8604
181,1805,38.8399,101.043,2573.46,-90.3554
182,1813,38.8399,101.041,2573.08,-85.6114
183,1821,38.8399,101.04,2573.61,-90.8539
184,1829,38.8399,101.038,2573.48,-88.2126
185,1837,38.8399,101.037,2572.99,-90.0174
186,1845,38.8399,101.035,2573.52,-89.7653
187,1853,38.8399,101.034,2573.35,-87.7714
188,1861,38.8399,101.032,2573.32,-91.8108
189,1869,38.8399,101.031,2573.58,-89.3298
190,1877,38.8399,101.029,2573.16,-90.132
191,1885,38.8399,101.028,2573.47,-91.8165
192,1892,38.8399,101.026,2573.74,-88.6079
193,1900,38.8399,101.025,2573.75,-91.1805
194,1908,38.8399,101.023,2573.63,-87.9318
195,1916,38.8399,101.022,2573.5,-89.3929
196,1924,38.8399,101.02,2573.02,-92.8822
197,1932,38.8399,101.019,2573.44,-88.6709
198,1940,38.8399,101.018,2573.6,-92.8765
199,2002,38.8363,101.017,2573.57,88.3558
200,2007,38.8363,101.019,2573.34,89.37
201,2011,38.8363,101.02,2573.39,89.9315
202,2016,38.8363,101.022,2573.44,90.4643
203,2021,38.8363,101.023,2573.54,91.1748
204,2026,38.8363,101.025,2573.49,92.4181
205,2031,38.8363,101.026,2573.57,92.7103
206,2035,38.8363,101.028,2573.93,91.9196
207,2040,38.8363,101.029,2573.59,90.2523
208,2045,38.8363,101.031,2573.73,92.6244
209,2050,38.8363,101.032,2573.75,89.6965
210,2055,38.8363,101.034,2573.26,90.831
211,2059,38.8363,101.035,2573.41,92.1545
212,2064,38.8363,101.037,2573.67,91.4211
213,2069,38.8363,101.038,2573.79,92.9509
214,2074,38.8363,101.04,2573.31,92.1373
215,2079,38.8363,101.041,2573.44,92.3837
216,2083,38.8363,101.043,2573.05,93.7072
217,2088,38.8363,101.044,2573.52,91.8795
218,2093,38.8363,101.046,2573.68,93.3348
219,2098,38.8363,101.047,2573.06,92.166
220,2102,38.8363,101.049,2573.52,93.2661
221,2107,38.8363,101.05,2573.51,93.4265
222,2112,38.8363,101.052,2573.84,92.8535
223,2117,38.8363,101.053,2573.62,94.4292
224,2121,38.8363,101.055,2573.39,91.8623
225,2126,38.8363,101.056,2573.85,91.4383
226,2131,38.8363,101.058,2572.9,90.8253
227,2136,38.8363,101.059,2573.83,92.4926
228,2140,38.8363,101.061,2573.54,91.8165
229,2145,38.8363,101.062,2573.52,92.8593
230,2150,38.8363,101.064,2573.49,90.2237
231,2155,38.8363,101.065,2573.4,91.593
232,2160,38.8363,101.067,2573.35,90.8081
233,2164,38.8363,101.068,2573.84,90.6075
234,2169,38.8363,101.07,2573.49,92.9911
235,2174,38.8363,101.071,2573.42,93.4838
236,2179,38.8363,101.073,2573.44,93.2432
237,2184,38.8363,101.074,2573.71,89.9773
238,2188,38.8363,101.076,2573.53,91.6732
239,2193,38.8363,101.077,2573.52,91.0258
240,2198,38.8363,101.079,2573.35,90.8654
241,2203,38.8363,101.08,2573.65,91.4555
242,2207,38.8363,101.082,2573.75,92.017
243,2212,38.8363,101.083,2573.58,91.2263
244,2217,38.8363,101.085,2573.43,93.14
245,2222,38.8363,101.086,2573.67,92.08
246,2227,38.8363,101.088,2573.58,91.2779
247,2231,38.8363,101.089,2573.32,90.2237
248,2293,38.8327,101.089,2573.5,-87.2901
249,2301,38.8327,101.088,2573.36,-87.2672
250,2309,38.8327,101.086,2573.33,-89.1752
251,2317,38.8327,101.085,2573.38,-90.1492
252,2325,38.8327,101.083,2573.73,-88.0693
253,2333,38.8327,101.082,2573.38,-87.9891
254,2341,38.8327,101.08,2573.46,-88.3558
255,2349,38.8327,101.079,2573.44,-89.4158
256,2357,38.8327,101.077,2573.55,-88.6709
257,2365,38.8327,101.076,2573.18,-89.4903
258,2373,38.8327,101.074,2573.52,-90.7451
259,2381,38.8327,101.073,2573.56,-90.8253
260,2389,38.8327,101.071,2573.63,-90.9972
261,2397,38.8327,101.07,2573.88,-89.7481
262,2405,38.8327,101.068,2573.12,-88.7454
263,2413,38.8327,101.067,2573.39,-89.8799
264,2421,38.8327,101.065,2573.47,-91.2951
265,2429,38.8327,101.064,2573.51,-89.9372
266,2436,38.8327,101.062,2573.43,-92.653
267,2444,38.8327,101.061,2573.59,-90.5732
268,2452,38.8327,101.059,2573.81,-89.6163
269,2460,38.8327,101.058,2573.37,-93.5927
270,2468,38.8327,101.056,2573.26,-91.2092
271,2476,38.8327,101.055,2573.42,-91.192
272,2484,38.8327,101.053,2574.07,-89.9716
273,2492,38.8327,101.052,2573.21,-90.5159
274,2500,38.8327,101.05,2573.77,-90.7451
275,2508,38.8327,101.049,2573.48,-91.6102
276,2516,38.8327,101.047,2573.67,-89.6335
277,2524,38.8327,101.046,2573.5,-91.8165
278,2532,38.8327,101.044,2573.25,-90.5445
279,2540,38.8327,101.043,2573.23,-91.4956
280,2548,38.8327,101.041,2573.38,-92.315
281,2556,38.8327,101.04,2573.63,-90.1263
282,2564,38.8327,101.038,2573.5,-91.7764
283,2572,38.8327,101.037,2573.83,-87.6396
284,2580,38.8327,101.035,2573.2,-92.3551
285,2588,38.8327,101.034,2573.06,-89.8398
286,2596,38.8327,101.032,2573.66,-89.771
287,2604,38.8327,101.031,2573.93,-89.1064
288,2612,38.8327,101.029,2573.49,-87.462
289,2620,38.8327,101.028,2573.7,-89.3012
290,2627,38.8327,101.026,2573.39,-89.3069
291,2635,38.8327,101.025,2573.45,-88.9001
292,2643,38.8327,101.023,2573.4,-88.0636
293,2651,38.8327,101.022,2573.5,-87.2156
294,2658,38.8327,101.02,2573.49,-89.7825
295,2666,38.8327,101.019,2573.29,-88.9402
296,2674,38.8327,101.018,2573.49,-89.708
297,2735,38.8291,101.017,2573.73,86.0984
298,2740,38.8292,101.019,2573.53,88.8085
299,2744,38.8291,101.02,2573.97,90.7852
300,2749,38.8292,101.022,2573.33,90.556
301,2754,38.8291,101.023,2573.41,88.0292
302,2759,38.8291,101.025,2573.79,88.8142
303,2764,38.8292,101.026,2573.04,88.0407
304,2768,38.8291,101.028,2573.74,89.1752
305,2773,38.8292,101.029,2573.59,90.281
306,2778,38.8291,101.031,2573.47,91.9024
307,2783,38.8291,101.032,2574.05,87.823
308,2788,38.8291,101.034,2573.68,90.8711
309,2793,38.8291,101.035,2573.46,91.0315
310,2797,38.8292,101.037,2573.39,88.1209
311,2802,38.8291,101.038,2573.43,87.2271
312,2807,38.8291,101.04,2573.56,88.4876
313,2812,38.8291,101.041,2573.62,87.5766
314,2816,38.8291,101.043,2573.3,89.6335
315,2821,38.8291,101.044,2573.62,88.8772
316,2826,38.8291,101.046,2573.3,89.9486
317,2831,38.8291,101.047,2573.32,88.1839
318,2836,38.8291,101.049,2573.82,89.9372
319,2840,38.8291,101.05,2573.04,89.5304
320,2845,38.8291,101.052,2573.39,88.7454
321,2850,38.8291,101.053,2573.67,90.5789
322,2855,38.8291,101.055,2573.17,90.6935
323,2860,38.8291,101.056,2573.25,90.6247
324,2864,38.8292,101.058,2573.5,90.344
325,2869,38.8291,101.059,2573.43,90.1435
326,2874,38.8291,101.061,2573.52,92.3207
327,2879,38.8292,101.062,2573.52,91.1232
328,2884,38.8291,101.064,2572.98,88.8543
329,2889,38.8291,101.065,2573.3,89.2955
330,2893,38.8291,101.067,2573.51,89.1923
331,2898,38.8291,101.068,2573.77,92.9853
332,2903,38.8292,101.07,2573.46,91.4899
333,2908,38.8291,101.071,2573.69,88.373
334,2913,38.8291,101.073,2573.57,86.9062
335,2917,38.8291,101.074,2573.48,88.6079
336,2922,38.8291,101.076,2573.71,87.8001
337,2927,38.8291,101.077,2573.41,88.9975
338,2932,38.8291,101.079,2573.56,87.0552
339,2937,38.8292,101.08,2573.15,89.1752
340,2941,38.8291,101.082,2572.84,87.5881
341,2946,38.8291,101.083,2573.02,88.1553
342,2951,38.8291,101.085,2573.4,90.7565
343,2956,38.8291,101.086,2573.61,91.7649
344,2961,38.8291,101.088,2573.11,89.0491
345,2966,38.8291,101.089,2573.37,87.1297
346,3028,38.8256,101.089,2573.55,-85.4853
347,3035,38.8256,101.088,2573.74,-86.2703
348,3043,38.8256,101.086,2573.47,-86.6427
349,3051,38.8256,101.085,2573.4,-88.7225
350,3059,38.8256,101.083,2573.76,-86.3963
351,3066,38.8256,101.082,2573.32,-90.2752
352,3074,38.8256,101.08,2572.99,-88.5907
353,3082,38.8256,101.079,2573.53,-86.1843
354,3090,38.8256,101.077,2573.89,-90.2294
355,3098,38.8256,101.076,2573.7,-90.8482
356,3106,38.8256,101.074,2573.26,-87.3589
357,3114,38.8256,101.073,2573.58,-90.2638
358,3121,38.8256,101.071,2573.74,-86.5453
359,3129,38.8256,101.07,2573.02,-88.585
360,3137,38.8256,101.068,2573.1,-89.7424
361,3145,38.8256,101.067,2573.22,-88.2985
362,3153,38.8256,101.065,2573.72,-88.0923
363,3160,38.8256,101.064,2573.34,-86.2359
364,3168,38.8256,101.062,2573.47,-87.4448
365,3176,38.8256,101.061,2573.64,-86.6484
366,3184,38.8256,101.059,2573.39,-84.8264
367,3192,38.8256,101.058,2573.29,-87.674
368,3200,38.8256,101.056,2573.17,-84.8035
369,3208,38.8256,101.055,2573.74,-87.8172
370,3216,38.8256,101.053,2573.66,-87.2844
371,3224,38.8256,101.052,2573.73,-88.6824
372,3232,38.8256,101.05,2573.45,-88.6308
373,3240,38.8256,101.049,2573.73,-87.4334
374,3247,38.8256,101.047,2573.58,-89.7825
375,3256,38.8256,101.046,2573.71,-87.8172
376,3264,38.8256,101.044,2573.45,-87.25
377,3271,38.8256,101.043,2573.33,-91.5529
378,3279,38.8256,101.041,2573.48,-87.8402
379,3287,38.8256,101.04,2573.68,-91.2836
380,3295,38.8256,101.038,2573.22,-88.9231
381,3303,38.8256,101.037,2573.55,-92.1202
382,3311,38.8256,101.035,2573.77,-88.2527
383,3319,38.8256,101.034,2573.41,-91.7134
384,3327,38.8256,101.032,2573.48,-88.3157
385,3335,38.8256,101.031,2573.3,-88.5793
386,3343,38.8256,101.029,2573.34,-88.8256
387,3351,38.8256,101.028,2573.71,-90.6648
388,3358,38.8256,101.026,2573.44,-89.7424
389,3366,38.8256,101.025,2573.26,-87.9662
390,3374,38.8256,101.023,2573.29,-87.5823
391,3382,38.8256,101.022,2573.34,-86.8318
392,3390,38.8256,101.02,2573.49,-85.8176
393,3398,38.8256,101.019,2573.76,-89.0548
394,3406,38.8256,101.018,2573.3,-88.247
395,3468,38.822,101.017,2573.34,82.5117
396,3473,38.822,101.019,2573.51,86.6369
397,3477,38.822,101.02,2573.66,88.0063
398,3482,38.822,101.022,2573.47,86.7974
399,3487,38.822,101.023,2573.39,87.6052
400,3492,38.822,101.025,2573.27,87.9777
401,3497,38.822,101.026,2573.48,85.2103
402,3502,38.822,101.028,2573.29,85.4738
403,3506,38.822,101.029,2573.54,86.9292
404,3511,38.822,101.031,2573.56,86.6198
405,3516,38.822,101.032,2573.58,90.0919
406,3521,38.822,101.034,2573.46,90.1091
407,3526,38.822,101.035,2573.35,87.4162
408,3530,38.822,101.037,2573.09,87.9261
409,3535,38.822,101.038,2573.83,87.0839
410,3540,38.822,101.04,2573.59,89.3757
411,3545,38.822,101.041,2573.86,90.195
412,3550,38.822,101.043,2573.28,89.771
413,3555,38.822,101.044,2573.81,91.1347
414,3559,38.822,101.046,2573.3,92.0629
415,3564,38.822,101.047,2573.57,93.0197
416,3569,38.822,101.049,2573.2,91.192
417,3574,38.822,101.05,2573.8,92.1202
418,3579,38.822,101.052,2573.2,90.5273
419,3584,38.822,101.053,2573.76,92.4754
420,3588,38.822,101.055,2573.37,91.1404
421,3593,38.822,101.056,2573.18,88.9288
422,3598,38.822,101.058,2573.47,87.3875
423,3603,38.822,101.059,2573.08,87.6396
424,3608,38.822,101.061,2573.01,87.7198
425,3613,38.822,101.062,2573.82,90.2752
426,3617,38.822,101.064,2573.59,90.556
427,3622,38.822,101.065,2573.39,91.7019
428,3627,38.822,101.067,2573.8,87.886
429,3632,38.822,101.068,2573.36,89.6335
430,3637,38.822,101.07,2573.05,89.6908
431,3642,38.822,101.071,2573.43,89.708
432,3646,38.822,101.073,2573.2,90.6133
433,3651,38.822,101.074,2573.75,91.1977
434,3656,38.822,101.076,2573.44,92.1832
435,3661,38.822,101.077,2573.55,90.2179
436,3666,38.822,101.079,2573.62,89.9945
437,3671,38.822,101.08,2573.42,90.7852
438,3675,38.822,101.082,2573.07,93.2947
439,3680,38.822,101.083,2573.07,93.0369
440,3685,38.822,101.085,2573.35,90.2065
441,3690,38.822,101.086,2573.59,87.1984
442,3695,38.822,101.088,2573.15,88.3959
443,3700,38.822,101.089,2573.66,90.2752
444,3761,38.8184,101.089,2573.42,-85.6171
445,3768,38.8184,101.088,2573.3,-89.7195
446,3776,38.8184,101.086,2573.61,-88.648
447,3784,38.8184,101.085,2573.44,-88.0407
448,3792,38.8184,101.083,2573.85,-86.213
449,3799,38.8184,101.082,2573.7,-89.3871
450,3807,38.8184,101.08,2573.27,-88.946
451,3815,38.8184,101.079,2573.36,-87.9089
452,3823,38.8184,101.077,2573.16,-85.8348
453,3831,38.8184,101.076,2573.45,-90.493
454,3839,38.8184,101.074,2573.28,-87.6339
455,3847,38.8184,101.073,2573.43,-89.7309
456,3855,38.8184,101.071,2573.88,-87.8975
457,3863,38.8184,101.07,2573.51,-90.7049
458,3870,38.8184,101.068,2573.15,-89.5017
459,3878,38.8184,101.067,2573.31,-87.8516
460,3886,38.8184,101.065,2573.31,-91.9311
461,3894,38.8184,101.064,2573.44,-88.7168
462,3902,38.8184,101.062,2573.54,-87.1297
463,3910,38.8184,101.061,2573.72,-90.3841
464,3918,38.8184,101.059,2573.67,-91.1003
465,3925,38.8184,101.058,2573.41,-88.1496
466,3934,38.8184,101.056,2573.39,-91.381
467,3942,38.8184,101.055,2573.38,-88.7798
468,3950,38.8184,101.053,2573.39,-90.1549
469,3957,38.8184,101.052,2573.25,-91.1805
470,3965,38.8184,101.05,2573.37,-91.0946
471,3973,38.8184,101.049,2573.28,-89.6278
472,3981,38.8184,101.047,2573.71,-89.1522
473,3989,38.8184,101.046,2573.71,-89.4903
474,3997,38.8184,101.044,2573.51,-89.0147
475,4005,38.8184,101.043,2573.26,-87.7027
476,4013,38.8184,101.041,2573.48,-85.8176
477,4021,38.8184,101.04,2573.51,-88.6709
478,4029,38.8184,101.038,2573.43,-89.8799
479,4036,38.8184,101.037,2573.46,-87.0609
480,4044,38.8184,101.035,2573.41,-89.9945
481,4052,38.8184,101.034,2573.18,-89.7366
482,4060,38.8184,101.032,2573.4,-89.2783
483,4067,38.8184,101.031,2573.46,-88.9173
484,4075,38.8184,101.029,2573.59,-89.4788
485,4083,38.8184,101.028,2573.61,-88.9746
486,4091,38.8184,101.026,2573.17,-87.8917
487,4099,38.8184,101.025,2573.74,-87.8975
488,4107,38.8184,101.023,2573.65,-88.9116
489,4114,38.8184,101.022,2573.9,-90.0575
490,4122,38.8184,101.02,2573.9,-90.9227
491,4130,38.8184,101.019,2573.78,-89.7882
492,4138,38.8184,101.018,2573.63,-88.1209
493,4199,38.8148,101.017,2573.72,84.4712
494,4204,38.8148,101.019,2573.38,84.4024
495,4209,38.8148,101.02,2573.42,85.9265
496,4214,38.8148,101.022,2573.31,87.4735
497,4219,38.8148,101.023,2573.03,88.3329
498,4224,38.8148,101.025,2573.89,87.5938
499,4229,38.8148,101.026,2573.33,87.6855
500,4233,38.8148,101.028,2573.53,85.6686
501,4238,38.8148,101.029,2573.39,85.3994
502,4243,38.8148,101.031,2574.01,86.6083
503,4248,38.8148,101.032,2573.81,89.4788
504,4253,38.8148,101.034,2573.44,89.4273
505,4258,38.8148,101.035,2573.47,86.9463
506,4263,38.8148,101.037,2573.81,88.0464
507,4268,38.8148,101.038,2573.15,88.4017
508,4273,38.8148,101.04,2573.47,89.4559
509,4278,38.8148,101.041,2573.48,90.4414
510,4282,38.8148,101.043,2573.47,90.619
511,4287,38.8148,101.044,2573.63,89.9888
512,4292,38.8148,101.046,2573.59,90.4987
513,4297,38.8148,101.047,2573.15,89.6679
514,4302,38.8148,101.049,2572.95,88.9632
515,4307,38.8148,101.05,2573.88,90.5101
516,4312,38.8148,101.052,2573.04,91.2836
517,4317,38.8148,101.053,2573.56,91.5701
518,4322,38.8148,101.055,2573.79,92.1087
519,4327,38.8148,101.056,2573.48,93.1572
520,4332,38.8148,101.058,2573.37,94.4636
521,4336,38.8148,101.059,2573.51,90.8539
522,4341,38.8148,101.061,2573.2,89.9257
523,4346,38.8148,101.062,2573.5,89.582
524,4351,38.8148,101.064,2573.34,89.9372
525,4356,38.8148,101.065,2573.55,87.7428
526,4361,38.8148,101.067,2573.02,87.949
527,4366,38.8148,101.068,2573.29,87.0896
528,4371,38.8148,101.07,2573.63,87.2156
529,4376,38.8148,101.071,2573.52,89.8111
530,4381,38.8148,101.073,2573.87,91.9655
531,4385,38.8148,101.074,2573.93,88.0923
532,4390,38.8148,101.076,2573.21,89.6564
533,4395,38.8148,101.077,2573.12,89.0835
534,4400,38.8148,101.079,2573.92,88.9173
535,4405,38.8148,101.08,2573.86,89.7137
536,4410,38.8148,101.082,2573.1,89.9486
537,4415,38.8148,101.083,2574.37,88.0693
538,4420,38.8148,101.085,2573.46,86.4994
539,4425,38.8148,101.086,2571.96,87.5594
540,4430,38.8148,101.088,2573.34,86.551
541,4435,38.8148,101.089,2573.91,86.6083
542,4498,38.8112,101.089,2573.7,-89.5533
543,4505,38.8113,101.088,2573.44,-90.3211
544,4513,38.8113,101.086,2573.94,-89.8627
545,4521,38.8113,101.085,2573.68,-87.9719
546,4529,38.8113,101.083,2573.28,-92.9166
547,4536,38.8113,101.082,2573.25,-90.3554
548,4544,38.8113,101.08,2573.95,-88.459
549,4552,38.8113,101.079,2573.4,-92.7619
550,4559,38.8113,101.077,2573.34,-90.9857
551,4567,38.8113,101.076,2573.25,-91.7248
552,4575,38.8113,101.074,2573.28,-92.9108
553,4582,38.8113,101.073,2572.99,-94.1312
554,4590,38.8113,101.071,2573.41,-93.0025
555,4597,38.8113,101.07,2573.55,-90.9227
556,4605,38.8113,101.068,2573.37,-93.7474
557,4613,38.8113,101.067,2573.96,-90.3554
558,4620,38.8113,101.065,2573.16,-92.6645
559,4628,38.8113,101.064,2573.76,-90.7909
560,4635,38.8113,101.062,2573.49,-90.3784
561,4643,38.8113,101.061,2573.5,-91.7649
562,4651,38.8113,101.059,2573.64,-89.0777
563,4659,38.8113,101.058,2573.22,-91.9597
564,4667,38.8113,101.056,2573.23,-91.0373
565,4674,38.8113,101.055,2573.26,-91.467
566,4682,38.8113,101.053,2573.27,-90.682
567,4690,38.8113,101.052,2572.95,-88.734
568,4698,38.8113,101.05,2573.52,-87.2787
569,4705,38.8113,101.049,2573.28,-89.347
570,4713,38.8113,101.047,2573.77,-88.1725
571,4721,38.8113,101.046,2573.42,-90.4414
572,4729,38.8113,101.044,2573.38,-89.2153
573,4737,38.8113,101.043,2573.2,-90.5961
574,4744,38.8113,101.041,2573.28,-87.2787
575,4752,38.8113,101.04,2573.29,-91.0315
576,4760,38.8113,101.038,2573.49,-91.3352
577,4768,38.8113,101.037,2573.65,-89.2153
578,4776,38.8113,101.035,2573.7,-92.9051
579,4784,38.8113,101.034,2573.66,-89.9945
