Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
48,164.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
49,167.00,29.73383442,115.99254422,29.76100000,115.97500000,29.76100000,115.97500000,0.4400,3467.10,1,232,split,6,1,-1,2020.51,2020.51,2020.51
50,170.00,29.70955093,115.99006726,29.76100000,115.97500000,29.76100000,115.97500000,0.4167,5909.58,1,49,split,5,1,-1,2366.03,2366.03,2366.03
51,174.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
52,177.00,29.72425657,115.99519420,29.76100000,115.97500000,29.76100000,115.97500000,0.4167,4532.16,1,155,split,5,1,-1,1978.25,1978.25,1978.25
53,180.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
54,184.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
55,187.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
56,190.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
57,193.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
58,196.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
59,200.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
60,203.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
61,206.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
62,210.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
63,213.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
64,216.00,29.76881800,115.99301385,29.76100000,115.97500000,29.76100000,115.97500000,0.4167,1946.59,1,479,split,5,1,-1,6210.48,6210.48,6210.48
65,220.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
66,223.00,29.75937345,115.99567619,29.76100000,115.97500000,29.76100000,115.97500000,0.3933,2006.73,1,415,split,4,1,-1,5476.11,5476.11,5476.11
67,226.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
68,230.00,29.77067901,115.99147615,29.76100000,115.97500000,29.76100000,115.97500000,0.3933,1922.82,1,491,split,4,1,-1,6652.09,6652.09,6652.09
69,233.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
70,237.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
71,240.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
72,243.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
73,247.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
74,250.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
75,253.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
76,257.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
77,260.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
78,263.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
79,311.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
80,316.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
81,321.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
82,326.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
83,332.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
84,337.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
85,342.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
86,346.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
87,351.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
88,356.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
89,361.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
90,366.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
91,371.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
92,376.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
93,381.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
94,386.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
95,391.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
96,396.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
97,402.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
98,407.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
99,412.00,29.77204639,115.99145143,29.76100000,115.97500000,29.76100000,115.97500000,0.4167,2010.18,1,504,split,5,1,-1,5989.56,5989.56,5989.56
100,417.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
101,423.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
102,427.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
103,432.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
104,437.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
105,442.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
106,447.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
107,452.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
108,457.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
109,463.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
110,468.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
111,473.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
112,478.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
113,484.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
114,489.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
115,494.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
116,499.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
117,504.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
118,509.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
119,513.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
120,518.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
121,523.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
122,529.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
123,534.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
124,539.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
125,544.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
126,549.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
127,554.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
128,560.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
129,565.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
130,570.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
131,575.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
132,581.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
133,586.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
134,592.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
135,597.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
136,602.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
137,608.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
138,613.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
139,618.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
140,623.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
141,628.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
142,633.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
143,638.00,29.77028196,115.99375537,29.76100000,115.97500000,29.76100000,115.97500000,0.3933,2086.67,1,492,split,4,1,-1,2665.36,2077.37,2077.37
144,642.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
145,647.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
146,652.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
147,657.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
148,662.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
149,668.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
150,673.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
151,678.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
152,683.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
153,689.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
154,695.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
155,700.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
156,706.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
157,711.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
158,716.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
159,721.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
160,725.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split,0,0,-1,,,
161,772.00,29.73390954,115.99251950,29.76100000,115.97500000,29.73390954,115.99251950,0.4633,3458.64,1,232,split,7,1,-1,3371.09,3371.09,3371.09
162,775.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
163,778.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
164,782.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
165,785.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
166,789.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
167,792.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
168,796.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
169,799.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
170,803.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
171,807.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
172,810.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
173,814.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
174,817.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
175,821.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
176,824.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
177,828.00,29.73390954,115.99251950,29.73390954,115.99251950,29.73390954,115.99251950,0.0000,0.00,0,-1,split,0,0,-1,,,
178,831.00,29.73381296,115.99243299,29.73390954,115.99251950,29.73381296,115.99243299,0.4167,13.62,0,232,split,5,1,-1,2215.16,2215.16,2215.16
179,835.00,29.73381296,115.99243299,29.73381250,115.99243257,29.73381250,115.99243257,0.0000,0.00,0,-1,split,0,0,-1,,,
180,838.00,29.73381250,115.99243257,29.73381215,115.99243226,29.73381215,115.99243226,0.0000,0.00,0,-1,split,0,0,-1,,,
181,842.00,29.73381215,115.99243226,29.73381168,115.99243184,29.73381168,115.99243184,0.0000,0.00,0,-1,split,0,0,-1,,,
182,846.00,29.73381168,115.99243184,29.73381121,115.99243142,29.73381121,115.99243142,0.0000,0.00,0,-1,split,0,0,-1,,,
183,849.00,29.71233934,115.99297677,29.73381086,115.99243111,29.73381086,115.99243111,0.4400,2390.79,1,76,split,6,1,-1,3974.32,3974.32,3974.32
184,853.00,29.73381086,115.99243111,29.73381040,115.99243069,29.73381040,115.99243069,0.0000,0.00,0,-1,split,0,0,-1,,,
185,856.00,29.73381040,115.99243069,29.73381005,115.99243038,29.73381005,115.99243038,0.0000,0.00,0,-1,split,0,0,-1,,,
186,859.00,29.73381005,115.99243038,29.73380970,115.99243007,29.73380970,115.99243007,0.0000,0.00,0,-1,split,0,0,-1,,,
187,863.00,29.73380970,115.99243007,29.73380923,115.99242965,29.73380923,115.99242965,0.0000,0.00,0,-1,split,0,0,-1,,,
188,866.00,29.73380923,115.99242965,29.73380888,115.99242933,29.73380888,115.99242933,0.0000,0.00,0,-1,split,0,0,-1,,,
189,870.00,29.73380888,115.99242933,29.73380841,115.99242892,29.73380841,115.99242892,0.0000,0.00,0,-1,split,0,0,-1,,,
190,873.00,29.73380841,115.99242892,29.73380806,115.99242860,29.73380806,115.99242860,0.0000,0.00,0,-1,split,0,0,-1,,,
191,877.00,29.73380806,115.99242860,29.73380760,115.99242819,29.73380760,115.99242819,0.0000,0.00,0,-1,split,0,0,-1,,,
192,880.00,29.73380760,115.99242819,29.73380725,115.99242787,29.73380725,115.99242787,0.0000,0.00,0,-1,split,0,0,-1,,,
193,883.00,29.73380725,115.99242787,29.73380690,115.99242756,29.73380690,115.99242756,0.0000,0.00,0,-1,split,0,0,-1,,,
194,887.00,29.73380690,115.99242756,29.73380643,115.99242714,29.73380643,115.99242714,0.0000,0.00,0,-1,split,0,0,-1,,,
195,890.00,29.73380643,115.99242714,29.73380608,115.99242683,29.73380608,115.99242683,0.0000,0.00,0,-1,split,0,0,-1,,,
196,894.00,29.73380608,115.99242683,29.73380561,115.99242641,29.73380561,115.99242641,0.0000,0.00,0,-1,split,0,0,-1,,,
197,897.00,29.73380561,115.99242641,29.73380527,115.99242610,29.73380527,115.99242610,0.0000,0.00,0,-1,split,0,0,-1,,,
198,901.00,29.73380527,115.99242610,29.73380480,115.99242568,29.73380480,115.99242568,0.0000,0.00,0,-1,split,0,0,-1,,,
