Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank
49,358.00,32.29280645,119.84943604,32.31411915,119.82333931,32.31411915,119.82333931,0.4633,3414.03,1,65,orb,7,1,-1
50,365.00,32.29509078,119.80759356,32.31411915,119.82333931,32.31411915,119.82333931,0.4167,2584.75,1,136,orb,5,1,-1
51,372.00,32.31411915,119.82333931,32.31411915,119.82333931,32.31411915,119.82333931,0.3000,0.00,0,-1,orb,0,1,-1
52,379.00,32.31411915,119.82333931,32.31411915,119.82333931,32.31411915,119.82333931,0.3000,0.00,0,-1,orb,0,1,-1
53,386.00,32.31411915,119.82333931,32.31411915,119.82333931,32.31411915,119.82333931,0.3000,0.00,0,-1,orb,0,1,-1
54,394.00,32.31411915,119.82333931,32.31411915,119.82333931,32.31411915,119.82333931,0.3000,0.00,0,-1,orb,0,1,-1
55,401.00,32.29051630,119.81193456,32.31411915,119.82333931,32.31411915,119.82333931,0.5100,2838.06,1,3,orb,9,1,16
56,408.00,32.31203285,119.83209747,32.31411915,119.82333931,32.31411915,119.82333931,0.5567,856.00,1,552,orb,11,1,-1
57,416.00,32.31411915,119.82333931,32.31411915,119.82333931,32.31411915,119.82333931,0.3000,0.00,0,-1,orb,0,1,-1
58,423.00,32.33108760,119.88309749,32.31411915,119.82333931,32.31411915,119.82333931,0.4167,5930.37,1,1071,orb,5,1,-1
59,431.00,32.29586325,119.82354245,32.31411915,119.82333931,32.31411915,119.82333931,0.4867,2032.34,1,143,orb,8,1,-1
60,438.00,32.35523762,119.84648473,32.31411915,119.82333931,32.31411915,119.82333931,0.4867,5068.77,1,1639,orb,8,1,8
61,445.00,32.29538045,119.80737773,32.31411915,119.82333931,32.31411915,119.82333931,0.4167,2570.20,1,136,orb,5,1,-1
62,452.00,32.31411915,119.82333931,32.31411915,119.82333931,32.31411915,119.82333931,0.3000,0.00,0,-1,orb,0,1,-1
63,459.00,32.29297229,119.83136109,32.31411915,119.82333931,32.31411915,119.82333931,0.4400,2472.06,1,102,orb,6,1,-1
64,467.00,32.31021477,119.83909087,32.31411915,119.82333931,32.31411915,119.82333931,0.4400,1544.19,1,511,orb,6,1,9
65,474.00,32.31351834,119.83879886,32.31411915,119.82333931,32.31411915,119.82333931,0.4167,1455.83,1,601,orb,5,1,-1
66,481.00,32.32549388,119.88793363,32.31411915,119.82333931,32.31411915,119.82333931,0.3933,6206.97,1,938,orb,4,1,-1
67,488.00,32.33951863,119.84307056,32.31411915,119.82333931,32.33939930,119.84297786,0.8367,3382.28,0,1232,orb,23,1,1
68,495.00,32.29034464,119.81154098,32.34530821,119.84756812,32.34530821,119.84756812,0.5567,6994.47,1,3,orb,11,1,5
69,502.00,32.30967833,119.85750861,32.35121713,119.85215838,32.35121713,119.85215838,0.4633,4651.41,1,519,orb,7,1,-1
70,509.00,32.29060213,119.80999313,32.35712605,119.85674864,32.35712605,119.85674864,0.4400,8613.12,1,1,orb,6,1,14
71,516.00,32.32293060,119.84470147,32.36303496,119.86133891,32.36303496,119.86133891,0.5333,4730.81,1,828,orb,10,1,-1
72,523.00,32.34009217,119.87441551,32.36894388,119.86592917,32.36894388,119.86592917,0.5567,3309.50,1,1292,orb,11,1,-1
73,530.00,32.29041974,119.85439225,32.37485280,119.87051943,32.37485280,119.87051943,0.4400,9520.74,1,23,orb,6,1,-1
74,537.00,32.34613649,119.88471570,32.38076171,119.87510969,32.38076171,119.87510969,0.5800,3958.99,1,1432,orb,12,1,-1
75,544.00,32.31320720,119.87821057,32.38667063,119.87969996,32.38667063,119.87969996,0.4633,8179.15,1,619,orb,7,1,-1
76,552.00,32.34906455,119.84890861,32.39342367,119.88494597,32.39342367,119.88494597,0.3933,5989.74,1,1506,orb,4,1,-1
77,559.00,32.39342367,119.88494597,32.39933259,119.88953623,32.39342367,119.88494597,0.3000,786.85,1,-1,orb,0,1,-1
78,567.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
79,574.00,32.29036610,119.81147750,32.39342367,119.88494597,32.39342367,119.88494597,0.4633,13393.30,1,3,orb,7,1,-1
80,581.00,32.33971175,119.84658630,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,6983.73,1,1234,orb,6,1,-1
81,588.00,32.29647479,119.84763319,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,11348.80,1,155,orb,5,1,-1
82,595.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
83,603.00,32.32697446,119.84086832,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,8479.99,1,916,orb,6,1,-1
84,610.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
85,617.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
86,625.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
87,632.00,32.30955540,119.86695816,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,9488.32,1,479,orb,5,1,-1
88,639.00,32.35048566,119.82643608,32.39342367,119.88494597,32.39342367,119.88494597,0.4867,7289.85,1,1540,orb,8,1,1
89,647.00,32.32387474,119.81822386,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,9966.80,1,816,orb,5,1,-1
90,654.00,32.33280912,119.83035810,32.39342367,119.88494597,32.39342367,119.88494597,0.4633,8479.37,1,1092,orb,7,1,-1
91,661.00,32.30819284,119.84634508,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,10159.03,1,469,orb,6,1,-1
92,668.00,32.29084307,119.82169570,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,12876.42,1,52,orb,6,1,-1
93,676.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
94,683.00,32.29054849,119.83452823,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,12395.33,1,13,orb,5,1,-1
95,690.00,32.29227001,119.89939498,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,11342.16,1,89,orb,5,1,-1
96,736.00,32.35380578,119.89697691,32.39342367,119.88494597,32.39342367,119.88494597,0.3933,4553.17,1,1618,orb,4,1,-1
97,739.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
98,743.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
99,747.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
100,751.00,32.29039828,119.81138862,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,13394.55,1,3,orb,5,1,-1
101,755.00,32.29388424,119.81017668,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,13124.56,1,92,orb,6,1,-1
102,759.00,32.34470465,119.84063979,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,6839.94,1,1366,orb,6,1,-1
103,762.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
104,766.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
105,770.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
106,774.00,32.35036273,119.83278887,32.39342367,119.88494597,32.39342367,119.88494597,0.4867,6859.40,1,1498,orb,8,1,-1
107,778.00,32.32672188,119.88750196,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,7429.14,1,983,orb,6,1,-1
108,781.00,32.32286623,119.86718669,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,8030.16,1,839,orb,5,1,-1
109,785.00,32.31773385,119.89423563,32.39342367,119.88494597,32.39342367,119.88494597,0.5100,8470.99,1,716,orb,9,1,3
110,789.00,32.29031245,119.81157906,32.39342367,119.88494597,32.39342367,119.88494597,0.4633,13393.49,1,3,orb,7,1,-1
111,793.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
112,796.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
113,800.00,32.29035537,119.81149019,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,13393.71,1,3,orb,6,1,-1
114,804.00,32.34713918,119.82098472,32.39342367,119.88494597,32.39342367,119.88494597,0.4867,7921.49,1,1447,orb,8,1,-1
115,808.00,32.30577395,119.87022687,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,9854.92,1,435,orb,5,1,-1
116,812.00,32.39342367,119.88494597,32.39342367,119.88494597,32.39342367,119.88494597,0.3000,0.00,0,-1,orb,0,1,-1
117,815.00,32.34080027,119.89608237,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,5950.97,1,1302,orb,5,1,-1
118,819.00,32.34090756,119.83689552,32.39342367,119.88494597,32.39342367,119.88494597,0.5100,7389.76,1,1274,orb,9,1,1
119,823.00,32.29022662,119.90014405,32.39342367,119.88494597,32.39342367,119.88494597,0.5800,11576.52,1,44,orb,12,1,2
120,827.00,32.32400839,119.85503975,32.39342367,119.88494597,32.39342367,119.88494597,0.4633,8223.50,1,878,orb,7,1,-1
121,830.00,32.31266585,119.84687831,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,9676.95,1,559,orb,6,1,-1
122,834.00,32.32115544,119.81165524,32.39342367,119.88494597,32.39342367,119.88494597,0.5100,10595.03,1,768,orb,9,1,-1
123,838.00,32.29971399,119.83103100,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,11599.36,1,237,orb,5,1,-1
124,842.00,32.30033044,119.86608902,32.39342367,119.88494597,32.39342367,119.88494597,0.4400,10513.86,1,298,orb,6,1,-1
125,845.00,32.30294245,119.81193456,32.39342367,119.88494597,32.39342367,119.88494597,0.4167,12191.20,1,318,orb,5,1,-1
126,849.00,32.31344324,119.86754218,32.39342367,119.88494597,32.31344324,119.86754218,0.5333,9052.70,1,614,orb,10,1,-1
127,853.00,32.31344324,119.86754218,32.31344324,119.86754218,32.31344324,119.86754218,0.3000,0.00,0,-1,orb,0,1,-1
128,857.00,32.30476053,119.86739672,32.31344324,119.86754218,32.31344324,119.86754218,0.4400,966.66,1,388,orb,6,1,-1
129,861.00,32.29208762,119.89947115,32.31344324,119.86754218,32.31344324,119.86754218,0.3933,3830.55,1,89,orb,4,1,-1
130,865.00,32.31344324,119.86754218,32.31344324,119.86754218,32.31344324,119.86754218,0.3000,0.00,0,-1,orb,0,1,-1
131,868.00,32.31561537,119.89233121,32.31344324,119.86754218,32.31344324,119.86754218,0.4400,2344.43,1,671,orb,6,1,-1
132,872.00,32.35037346,119.86564465,32.31344324,119.86754218,32.31344324,119.86754218,0.4633,4114.95,1,1513,orb,7,1,-1
133,876.00,32.32263020,119.85057180,32.31344324,119.86754218,32.31344324,119.86754218,0.4633,1895.90,1,831,orb,7,1,-1
134,880.00,32.31673607,119.89617124,32.31344324,119.86754218,32.31344324,119.86754218,0.4867,2717.99,1,717,orb,8,1,-1
135,884.00,32.33537821,119.80574682,32.31344324,119.86754218,32.31344324,119.86754218,0.4633,6305.15,1,1125,orb,7,1,-1
136,887.00,32.34418966,119.83143727,32.31344324,119.86754218,32.31344324,119.86754218,0.4167,4821.87,1,1362,orb,5,1,-1
137,891.00,32.31344324,119.86754218,32.31344324,119.86754218,32.31344324,119.86754218,0.3000,0.00,0,-1,orb,0,1,-1
138,895.00,32.31344324,119.86754218,32.31344324,119.86754218,32.31344324,119.86754218,0.3000,0.00,0,-1,orb,0,1,-1
139,899.00,32.31344324,119.86754218,32.31344324,119.86754218,32.31344324,119.86754218,0.3000,0.00,0,-1,orb,0,1,-1
140,902.00,32.29109565,119.80990425,32.31344324,119.86754218,32.31344324,119.86754218,0.4167,5965.52,1,1,orb,5,1,-1
141,906.00,32.31344324,119.86754218,32.31344324,119.86754218,32.31344324,119.86754218,0.3000,0.00,0,-1,orb,0,1,-1
142,910.00,32.33258381,119.86447661,32.31344324,119.86754218,32.31344324,119.86754218,0.4167,2150.16,1,1108,orb,5,1,-1
143,914.00,32.32800933,119.85664527,32.31344324,119.86754218,32.31344324,119.86754218,0.5333,1918.34,1,969,orb,10,1,1
144,917.00,32.32748362,119.85745782,32.31344324,119.86754218,32.31344324,119.86754218,0.6267,1828.34,1,969,orb,14,1,1
145,921.00,32.32702228,119.86261717,32.31344324,119.86754218,32.31344324,119.86754218,0.4400,1581.02,1,972,orb,6,1,-1
146,925.00,32.32622344,119.88884086,32.31344324,119.86754218,32.31344324,119.86754218,0.4400,2457.32,1,939,orb,6,1,-1
147,929.00,32.32734415,119.81431454,32.31344324,119.86754218,32.31344324,119.86754218,0.3933,5240.83,1,949,orb,4,1,-1
148,933.00,32.29052703,119.81225196,32.31344324,119.86754218,32.31344324,119.86754218,0.4400,5793.12,1,3,orb,6,1,-1
149,936.00,32.29695177,119.88145969,32.31344324,119.86754218,32.31344324,119.86754218,0.4633,2254.85,1,216,orb,7,1,-1
150,940.00,32.33803805,119.80607692,32.31344324,119.86754218,32.31344324,119.86754218,0.4633,6397.54,1,1215,orb,7,1,-1
151,944.00,32.32802006,119.81230274,32.31344324,119.86754218,32.32802006,119.81230274,0.4867,5443.88,1,948,orb,8,1,-1
152,948.00,32.30254058,119.86450200,32.32802006,119.81230274,32.32802006,119.81230274,0.5333,5670.74,1,298,orb,10,1,-1
153,952.00,32.33556060,119.84301977,32.32802006,119.81230274,32.32802006,119.81230274,0.5800,3009.03,1,1142,orb,12,1,-1
154,955.00,32.29797101,119.84487921,32.32802006,119.81230274,32.32802006,119.81230274,0.4400,4536.58,1,198,orb,6,1,-1
155,959.00,32.34162639,119.85584542,32.32802006,119.81230274,32.32802006,119.81230274,0.5100,4367.17,1,1284,orb,9,1,-1
156,963.00,32.31347542,119.86153219,32.32802006,119.81230274,32.32802006,119.81230274,0.4867,4905.93,1,611,orb,8,1,-1
157,967.00,32.29941358,119.88108569,32.32802006,119.81230274,32.32802006,119.81230274,0.4400,7211.64,1,260,orb,6,1,-1
158,971.00,32.33590393,119.84924560,32.32802006,119.81230274,32.32802006,119.81230274,0.4400,3584.35,1,1145,orb,6,1,-1
159,974.00,32.29925265,119.89763710,32.32802006,119.81230274,32.32802006,119.81230274,0.4400,8642.66,1,268,orb,6,1,13
160,978.00,32.34344938,119.88733691,32.32802006,119.81230274,32.32802006,119.81230274,0.4867,7264.49,1,1388,orb,8,1,34
161,982.00,32.31307846,119.86096087,32.32802006,119.81230274,32.31307846,119.86096087,0.5100,4870.14,1,611,orb,9,1,-1
162,986.00,32.31306773,119.86102435,32.31307846,119.86096087,32.31306773,119.86102431,0.4633,6.09,0,611,orb,7,1,14
163,989.00,32.31859707,119.86421688,32.31306718,119.86102762,32.31306718,119.86102762,0.5333,684.81,1,747,orb,10,1,-1
164,993.00,32.31306718,119.86102762,32.31306643,119.86103204,32.31306708,119.86102816,0.3000,0.42,0,-1,orb,0,1,-1
165,997.00,32.30446012,119.80568334,32.31306668,119.86103054,32.31306668,119.86103054,0.4633,5293.97,1,360,orb,7,1,-1
166,1001.00,32.32721540,119.84527860,32.31306628,119.86103292,32.31306628,119.86103292,0.5100,2162.70,1,964,orb,9,1,-1
167,1004.00,32.30389732,119.81049990,32.31306598,119.86103470,32.31306598,119.86103470,0.4400,4862.18,1,318,orb,6,1,-1
168,1008.00,32.29412027,119.85022901,32.31306558,119.86103708,32.31306558,119.86103708,0.4400,2341.28,1,111,orb,6,1,-1
169,1012.00,32.30861127,119.85307874,32.31306517,119.86103946,32.31306517,119.86103946,0.4400,898.13,1,472,orb,6,1,-1
170,1016.00,32.32263020,119.85269786,32.31306477,119.86104184,32.31306477,119.86104184,0.4633,1322.86,1,832,orb,7,1,-1
171,1020.00,32.29500495,119.82194274,32.31306437,119.86104423,32.31306437,119.86104423,0.4167,4191.84,1,143,orb,5,1,-1
172,1023.00,32.30249184,119.87764613,32.31306407,119.86104601,32.31306407,119.86104601,0.4400,1955.41,1,348,orb,6,1,-1
173,1027.00,32.31236544,119.88073020,32.31306366,119.86104839,32.31306366,119.86104839,0.6267,1853.11,1,575,orb,14,1,1
174,1031.00,32.30990364,119.84872506,32.31306326,119.86105077,32.30990364,119.84872506,0.4633,1211.66,1,515,orb,7,1,-1
175,1035.00,32.29015152,119.83464831,32.30990364,119.84872506,32.30990364,119.84872506,0.4633,2566.76,1,14,orb,7,1,-1
176,1039.00,32.30677173,119.80558177,32.30990364,119.84872506,32.30990364,119.84872506,0.4867,4073.47,1,405,orb,8,1,-1
177,1042.00,32.29341217,119.87329825,32.30990364,119.84872506,32.30990364,119.84872506,0.4633,2951.92,1,122,orb,7,1,-1
178,1046.00,32.29035537,119.81140132,32.30990364,119.84872506,32.30990364,119.84872506,0.4633,4130.75,1,3,orb,7,1,-1
179,1050.00,32.29035537,119.81147750,32.30990364,119.84872506,32.30990364,119.84872506,0.5800,4124.66,1,3,orb,12,1,-1
180,1054.00,32.30836451,119.84602767,32.30990364,119.84872506,32.30990364,119.84872506,0.4400,306.17,1,469,orb,6,1,-1
181,1058.00,32.30189685,119.89644367,32.30990364,119.84872506,32.30990364,119.84872506,0.4867,4576.56,1,313,orb,8,1,-1
182,1061.00,32.29759550,119.80863464,32.30990364,119.84872506,32.30990364,119.84872506,0.4400,4012.51,1,181,orb,6,1,-1
183,1065.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
184,1069.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
185,1073.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
186,1077.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
187,1080.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
188,1084.00,32.29540191,119.80730155,32.30990364,119.84872506,32.30990364,119.84872506,0.3933,4217.90,1,136,orb,4,1,-1
189,1088.00,32.31903695,119.85269786,32.30990364,119.84872506,32.30990364,119.84872506,0.4167,1083.23,1,742,orb,5,1,-1
190,1092.00,32.32146657,119.84526010,32.30990364,119.84872506,32.30990364,119.84872506,0.4867,1327.82,1,783,orb,8,1,-1
191,1096.00,32.29606710,119.80864734,32.30990364,119.84872506,32.30990364,119.84872506,0.4867,4072.65,1,136,orb,8,1,-1
192,1140.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
193,1147.00,32.30188612,119.89282636,32.30990364,119.84872506,32.30990364,119.84872506,0.4867,4243.56,1,311,orb,8,1,1
194,1154.00,32.29648552,119.81547569,32.30990364,119.84872506,32.30990364,119.84872506,0.4867,3466.16,1,140,orb,8,1,-1
195,1162.00,32.29034464,119.81149019,32.30990364,119.84872506,32.30990364,119.84872506,0.4400,4124.28,1,3,orb,6,1,-1
196,1169.00,32.33879980,119.80592457,32.30990364,119.84872506,32.30990364,119.84872506,0.4167,5153.46,1,1215,orb,5,1,-1
197,1177.00,32.32794496,119.84531669,32.30990364,119.84872506,32.30990364,119.84872506,0.3933,2033.79,1,964,orb,4,1,-1
198,1184.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
199,1191.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
200,1198.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
201,1206.00,32.30990364,119.84872506,32.30990364,119.84872506,32.30990364,119.84872506,0.3000,0.00,0,-1,orb,0,1,-1
202,1213.00,32.33731431,119.84606576,32.30990364,119.84872506,32.30990364,119.84872506,0.4167,3061.59,1,1189,orb,5,1,-1
203,1221.00,32.29484983,119.82117516,32.30990364,119.84872506,32.30990364,119.84872506,0.4167,3086.24,1,97,orb,5,1,-1
204,1228.00,32.30854690,119.88423325,32.30990364,119.84872506,32.30990364,119.84872506,0.4167,3343.70,1,487,orb,5,1,1
205,1236.00,32.29039828,119.83458483,32.30990364,119.84872506,32.30990364,119.84872506,0.4400,2546.39,1,14,orb,6,1,-1
206,1243.00,32.30777442,119.89299141,32.30990364,119.84872506,32.30990364,119.84872506,0.4400,4170.91,1,491,orb,6,1,-1
207,1250.00,32.35193405,119.89990282,32.30990364,119.84872506,32.30990364,119.84872506,0.4167,6713.36,1,1574,orb,5,1,-1
