Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank
18,62.00,29.74811702,115.97505911,29.74741950,115.99636828,29.74741950,115.99636828,0.4867,2061.19,1,314,orb,8,1,1
19,65.00,29.71840527,115.97561525,29.74741950,115.99636828,29.74741950,115.99636828,0.4633,3802.10,1,106,orb,7,1,-1
20,69.00,29.75027230,115.99058632,29.74741950,115.99636828,29.75027230,115.99058632,0.4167,642.81,1,348,orb,5,1,-1
21,72.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
22,75.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
23,78.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
24,82.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
25,85.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
26,89.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.0000,0.00,0,-1,orb,0,0,-1
27,92.00,29.74277461,115.99354527,29.75027230,115.99058632,29.75027230,115.99058632,0.4633,882.29,1,297,orb,7,1,-1
28,96.00,29.72678744,115.97945689,29.75027230,115.99058632,29.75027230,115.99058632,0.4633,2827.02,1,173,orb,7,1,-1
29,99.00,29.72795712,115.97808507,29.75027230,115.99058632,29.75027230,115.99058632,0.4167,2762.43,1,173,orb,5,1,2
30,102.00,29.74325751,115.99092001,29.75027230,115.99058632,29.75027230,115.99058632,0.4400,781.55,1,296,orb,6,1,-1
31,106.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
32,110.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
33,113.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
34,116.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
35,119.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
36,123.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
37,126.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
38,129.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
39,133.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
40,136.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
41,139.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.0000,0.00,0,-1,orb,0,0,-1
42,143.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
43,146.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
44,150.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
45,153.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.3000,0.00,0,-1,orb,0,1,-1
46,157.00,29.75376897,115.97004339,29.75027230,115.99058632,29.75027230,115.99058632,0.4400,2023.46,1,364,orb,6,1,-1
47,160.00,29.75027230,115.99058632,29.75027230,115.99058632,29.75027230,115.99058632,0.0000,0.00,0,-1,orb,0,0,-1
48,164.00,29.76201783,115.99399018,29.75027230,115.99058632,29.75027230,115.99058632,0.4400,1348.27,1,427,orb,6,1,-1
49,167.00,29.74820287,115.97820866,29.75027230,115.99058632,29.75027230,115.99058632,0.4633,1218.39,1,316,orb,7,1,16
50,170.00,29.75509962,115.98964184,29.75027230,115.99058632,29.75027230,115.99058632,0.4633,545.08,1,373,orb,7,1,2
51,174.00,29.74021155,115.97318772,29.75027230,115.99058632,29.75027230,115.99058632,0.4633,2020.53,1,261,orb,7,1,-1
52,177.00,29.71321929,115.97463891,29.75027230,115.99058632,29.75027230,115.99058632,0.4633,4403.36,1,67,orb,7,1,-1
53,180.00,29.74425550,115.98000067,29.75027230,115.99058632,29.75027230,115.99058632,0.4867,1222.93,1,290,orb,8,1,16
54,184.00,29.71922536,115.97598601,29.75027230,115.99058632,29.75027230,115.99058632,0.4867,3733.17,1,119,orb,8,1,-1
55,187.00,29.72248141,115.99121662,29.75027230,115.99058632,29.75027230,115.99058632,0.4167,3094.28,1,140,orb,5,1,-1
56,190.00,29.71120805,115.97447825,29.75027230,115.99058632,29.71120805,115.97447825,0.4167,4618.97,1,54,orb,5,1,-1
57,193.00,29.70493370,115.97090850,29.71120805,115.97447825,29.71120805,115.97447825,0.4400,779.04,1,0,orb,6,1,-1
58,196.00,29.71120805,115.97447825,29.71120805,115.97447825,29.71120805,115.97447825,0.3000,0.00,0,-1,orb,0,1,-1
59,200.00,29.70407521,115.97891310,29.71120805,115.97447825,29.71120805,115.97447825,0.4400,902.35,1,4,orb,6,1,-1
60,203.00,29.71896328,115.97041415,29.71120805,115.97447825,29.71120805,115.97447825,0.4633,948.49,1,104,orb,7,1,-1
61,206.00,29.76406127,115.98806706,29.71120805,115.97447825,29.71120805,115.97447825,0.4400,6028.45,1,437,orb,6,1,-1
62,210.00,29.72259945,115.98544180,29.71120805,115.97447825,29.71120805,115.97447825,0.4633,1652.60,1,137,orb,7,1,10
63,213.00,29.72409560,115.98327381,29.71120805,115.97447825,29.71120805,115.97447825,0.4400,1667.63,1,149,orb,6,1,-1
64,216.00,29.73829688,115.99237833,29.71120805,115.97447825,29.71120805,115.97447825,0.4633,3476.64,1,257,orb,7,1,15
65,220.00,29.71305832,115.97477486,29.71120805,115.97447825,29.71120805,115.97447825,0.4400,207.96,1,67,orb,6,1,-1
66,223.00,29.76975614,115.97488609,29.71120805,115.97447825,29.71120805,115.97447825,0.4633,6517.69,1,483,orb,7,1,3
67,226.00,29.76336375,115.98305135,29.71120805,115.97447825,29.71120805,115.97447825,0.4400,5864.81,1,435,orb,6,1,7
68,230.00,29.71470471,115.97570698,29.71120805,115.97447825,29.71470471,115.97570698,0.4633,406.97,1,81,orb,7,1,-1
69,233.00,29.70510993,115.98739970,29.71470471,115.97570698,29.71470471,115.97570698,0.4633,1555.05,1,21,orb,7,1,-1
70,237.00,29.73525092,115.98339739,29.71470471,115.97570698,29.71470471,115.97570698,0.4633,2404.97,1,227,orb,7,1,8
71,240.00,29.74401941,115.98571369,29.71470471,115.97570698,29.71470471,115.97570698,0.4633,3403.64,1,293,orb,7,1,5
72,243.00,29.70872010,115.97967934,29.71470471,115.97570698,29.71470471,115.97570698,0.4167,768.94,1,30,orb,5,1,-1
73,247.00,29.70474054,115.97835696,29.71470471,115.97570698,29.71470471,115.97570698,0.4633,1138.40,1,4,orb,7,1,-1
74,250.00,29.74814921,115.97831989,29.71470471,115.97570698,29.71470471,115.97570698,0.4400,3731.60,1,316,orb,6,1,-1
75,253.00,29.76481698,115.98587435,29.71470471,115.97570698,29.71470471,115.97570698,0.4400,5664.40,1,449,orb,6,1,-1
76,257.00,29.70753968,115.97445353,29.71470471,115.97570698,29.71470471,115.97570698,0.4167,806.76,1,28,orb,5,1,1
77,260.00,29.72767812,115.97906141,29.71470471,115.97570698,29.71470471,115.97570698,0.4167,1480.15,1,173,orb,5,1,-1
78,263.00,29.77294780,115.98739970,29.71470471,115.97570698,29.77294780,115.98739970,0.4400,6581.39,1,502,orb,6,1,-1
79,311.00,29.75224062,115.97529392,29.77294780,115.98739970,29.77294780,115.98739970,0.3933,2585.11,1,353,orb,4,1,-1
80,316.00,29.76373934,115.98759743,29.77294780,115.98739970,29.77294780,115.98739970,0.3933,1025.26,1,437,orb,4,1,-1
81,321.00,29.72587076,115.98790640,29.77294780,115.98739970,29.77294780,115.98739970,0.4167,5240.84,1,164,orb,5,1,-1
82,326.00,29.70625815,115.98765923,29.77294780,115.98739970,29.77294780,115.98739970,0.4867,7423.93,1,21,orb,8,1,-1
83,332.00,29.74281754,115.99285319,29.77294780,115.98739970,29.77294780,115.98739970,0.4400,3395.27,1,297,orb,6,1,-1
84,337.00,29.74401941,115.97995123,29.77294780,115.98739970,29.77294780,115.98739970,0.4633,3299.81,1,290,orb,7,1,-1
85,342.00,29.73792130,115.99352055,29.77294780,115.98739970,29.77294780,115.98739970,0.4167,3943.78,1,258,orb,5,1,-1
86,346.00,29.71549881,115.97420636,29.77294780,115.98739970,29.77294780,115.98739970,0.4167,6521.13,1,80,orb,5,1,-1
87,351.00,29.70766846,115.98718960,29.77294780,115.98739970,29.77294780,115.98739970,0.4400,7266.92,1,34,orb,6,1,-1
88,356.00,29.74362237,115.98000067,29.77294780,115.98739970,29.74362237,115.98000067,0.4167,3341.93,1,290,orb,5,1,-1
89,361.00,29.73006948,115.98436659,29.74362237,115.98000067,29.74362237,115.98000067,0.4400,1566.62,1,202,orb,6,1,-1
90,366.00,29.72601027,115.99135256,29.74362237,115.98000067,29.74362237,115.98000067,0.4633,2246.74,1,166,orb,7,1,-1
91,371.00,29.72804751,115.99500882,29.74362237,115.98000067,29.74362237,115.98000067,0.4400,2260.64,1,194,orb,6,1,-1
92,376.00,29.72418145,115.98751092,29.74362237,115.98000067,29.74362237,115.98000067,0.4167,2282.67,1,151,orb,5,1,-1
93,381.00,29.72030920,115.97664624,29.74362237,115.98000067,29.74362237,115.98000067,0.3933,2615.40,1,120,orb,4,1,-1
94,386.00,29.70747530,115.97846819,29.74362237,115.98000067,29.74362237,115.98000067,0.4167,4026.62,1,30,orb,5,1,-1
95,391.00,29.74277461,115.99264309,29.74362237,115.98000067,29.74362237,115.98000067,0.4867,1225.65,1,297,orb,8,1,-1
96,396.00,29.72284626,115.97515798,29.74362237,115.98000067,29.74362237,115.98000067,0.4400,2359.69,1,132,orb,6,1,-1
97,402.00,29.71148705,115.98403291,29.74362237,115.98000067,29.74362237,115.98000067,0.4633,3598.47,1,59,orb,7,1,-1
98,407.00,29.70515285,115.98820823,29.74362237,115.98000067,29.70515285,115.98820823,0.4400,4355.29,1,22,orb,6,1,3
99,412.00,29.73011241,115.98392882,29.70515285,115.98820823,29.70515285,115.98820823,0.4167,2809.12,1,201,orb,5,1,-1
100,417.00,29.72563468,115.97477486,29.70515285,115.98820823,29.70515285,115.98820823,0.4167,2623.85,1,158,orb,5,1,-1
101,423.00,29.74720488,115.97063661,29.70515285,115.98820823,29.70515285,115.98820823,0.4167,4979.83,1,312,orb,5,1,-1
102,427.00,29.75353288,115.97179119,29.70515285,115.98820823,29.70515285,115.98820823,0.4633,5614.58,1,365,orb,7,1,-1
103,432.00,29.72543079,115.97045123,29.70515285,115.98820823,29.70515285,115.98820823,0.4167,2835.76,1,156,orb,5,1,-1
104,437.00,29.73977158,115.99334753,29.70515285,115.98820823,29.70515285,115.98820823,0.4167,3885.64,1,271,orb,5,1,-1
105,442.00,29.71929594,115.97059953,29.70515285,115.98820823,29.70515285,115.98820823,0.4167,2318.56,1,104,orb,5,1,-1
106,447.00,29.74423404,115.97990180,29.70515285,115.98820823,29.70515285,115.98820823,0.4167,4423.98,1,290,orb,5,1,-1
107,452.00,29.71394900,115.98266823,29.70515285,115.98820823,29.70515285,115.98820823,0.4400,1116.05,1,71,orb,6,1,-1
108,457.00,29.72545225,115.97580063,29.70515285,115.98820823,29.72545225,115.97580063,0.4400,2558.27,1,158,orb,6,1,-1
109,463.00,29.75026157,115.99084586,29.72545225,115.97580063,29.72545225,115.97580063,0.4400,3121.26,1,348,orb,6,1,-1
110,468.00,29.75533570,115.98904862,29.72545225,115.97580063,29.72545225,115.97580063,0.4633,3564.58,1,373,orb,7,1,-1
111,473.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.0000,0.00,0,-1,orb,0,0,-1
112,478.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
113,484.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
114,489.00,29.74424477,115.98008718,29.72545225,115.97580063,29.72545225,115.97580063,0.4633,2132.62,1,290,orb,7,1,-1
115,494.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
116,499.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
117,504.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
118,509.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
119,513.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
120,518.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
121,523.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
122,529.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
123,534.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
124,539.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
125,544.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
126,549.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
127,554.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
128,560.00,29.73944964,115.97040180,29.72545225,115.97580063,29.72545225,115.97580063,0.4400,1643.25,1,260,orb,6,1,-1
129,565.00,29.71585747,115.97814687,29.72545225,115.97580063,29.72545225,115.97580063,0.4633,1091.90,1,95,orb,7,1,-1
130,570.00,29.77160642,115.98518227,29.72545225,115.97580063,29.72545225,115.97580063,0.5100,5217.29,1,501,orb,9,1,-1
131,575.00,29.72774250,115.99007962,29.72545225,115.97580063,29.72545225,115.97580063,0.4633,1403.55,1,179,orb,7,1,-1
132,581.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
133,586.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
134,592.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
135,597.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
136,602.00,29.75043327,115.99069755,29.72545225,115.97580063,29.72545225,115.97580063,0.4167,3131.57,1,348,orb,5,1,-1
137,608.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
138,613.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
139,618.00,29.77274391,115.97302706,29.72545225,115.97580063,29.72545225,115.97580063,0.4167,5271.33,1,495,orb,5,1,-1
140,623.00,29.71769702,115.97807271,29.72545225,115.97580063,29.72545225,115.97580063,0.4400,890.81,1,108,orb,6,1,-1
141,628.00,29.72545225,115.97580063,29.72545225,115.97580063,29.72545225,115.97580063,0.3000,0.00,0,-1,orb,0,1,-1
142,633.00,29.72439607,115.98415650,29.72545225,115.97580063,29.72545225,115.97580063,0.4167,816.19,1,150,orb,5,1,-1
143,638.00,29.75087324,115.97216195,29.72545225,115.97580063,29.72545225,115.97580063,0.4400,2851.64,1,339,orb,6,1,-1
144,642.00,29.75228355,115.97578113,29.72545225,115.97580063,29.72545225,115.97580063,0.4400,2986.86,1,354,orb,6,1,1
145,647.00,29.71855550,115.97808507,29.72545225,115.97580063,29.72545225,115.97580063,0.4400,798.87,1,108,orb,6,1,-1
146,652.00,29.75419821,115.97700464,29.72545225,115.97580063,29.72545225,115.97580063,0.4400,3202.12,1,367,orb,6,1,1
147,657.00,29.75807046,115.99328574,29.72545225,115.97580063,29.72545225,115.97580063,0.4633,4005.12,1,401,orb,7,1,-1
148,662.00,29.70796893,115.97369965,29.72545225,115.97580063,29.72545225,115.97580063,0.4400,1956.81,1,28,orb,6,1,-1
149,668.00,29.71849111,115.97799856,29.72545225,115.97580063,29.72545225,115.97580063,0.4633,803.51,1,108,orb,7,1,-1
150,673.00,29.75298106,115.97038944,29.72545225,115.97580063,29.72545225,115.97580063,0.4400,3108.82,1,351,orb,6,1,-1
151,678.00,29.72563468,115.97477486,29.72545225,115.97580063,29.72563468,115.97477486,0.4400,101.21,1,158,orb,6,1,-1
152,683.00,29.71336952,115.97934566,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,1435.06,1,69,orb,6,1,-1
153,689.00,29.74198671,115.97854234,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,1856.38,1,277,orb,6,1,-1
154,695.00,29.70691275,115.97266866,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,2094.05,1,14,orb,6,1,-1
155,700.00,29.71125097,115.97653501,29.72563468,115.97477486,29.72563468,115.97477486,0.4167,1610.21,1,55,orb,5,1,-1
156,706.00,29.76042510,115.99555260,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,4362.64,1,415,orb,6,1,-1
157,711.00,29.76742916,115.97331131,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,4654.71,1,456,orb,6,1,-1
158,716.00,29.73943891,115.97046359,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,1592.19,1,260,orb,6,1,-1
159,721.00,29.72563468,115.97477486,29.72563468,115.97477486,29.72563468,115.97477486,0.3000,0.00,0,-1,orb,0,1,-1
160,725.00,29.71781506,115.97789969,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,921.39,1,108,orb,6,1,-1
161,772.00,29.76568619,115.97468835,29.72563468,115.97477486,29.72563468,115.97477486,0.4867,4458.54,1,444,orb,8,1,-1
162,775.00,29.70707825,115.97577591,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,2067.97,1,28,orb,6,1,-1
163,778.00,29.76336375,115.97063661,29.72563468,115.97477486,29.72563468,115.97477486,0.3933,4219.00,1,429,orb,4,1,-1
164,782.00,29.76220026,115.97201365,29.72563468,115.97477486,29.72563468,115.97477486,0.4167,4079.22,1,417,orb,5,1,-1
165,785.00,29.71449009,115.97432994,29.72563468,115.97477486,29.72563468,115.97477486,0.4167,1241.36,1,80,orb,5,1,-1
166,789.00,29.72038432,115.97583770,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,593.43,1,119,orb,6,1,-1
167,792.00,29.70617230,115.97336074,29.72563468,115.97477486,29.72563468,115.97477486,0.4400,2170.86,1,14,orb,6,1,-1
168,796.00,29.75034742,115.99059868,29.72563468,115.97477486,29.72563468,115.97477486,0.5100,3147.63,1,348,orb,9,1,-1
169,799.00,29.70571087,115.98727611,29.72563468,115.97477486,29.70571087,115.98727611,0.4633,2525.73,1,21,orb,7,1,-1
170,803.00,29.76984199,115.98243342,29.70571087,115.98727611,29.70571087,115.98727611,0.4400,7154.41,1,487,orb,6,1,-1
171,807.00,29.72878795,115.99526835,29.70571087,115.98727611,29.70571087,115.98727611,0.3933,2682.58,1,194,orb,4,1,-1
172,810.00,29.77093656,115.97282932,29.70571087,115.98727611,29.70571087,115.98727611,0.4633,7393.98,1,482,orb,7,1,-1
173,814.00,29.70811916,115.97748663,29.70571087,115.98727611,29.70571087,115.98727611,0.4167,983.49,1,29,orb,5,1,-1
174,817.00,29.76296670,115.97409513,29.70571087,115.98727611,29.70571087,115.98727611,0.4400,6499.81,1,431,orb,6,1,-1
175,821.00,29.75007914,115.99114246,29.70571087,115.98727611,29.70571087,115.98727611,0.4400,4953.20,1,348,orb,6,1,-1
176,824.00,29.71132609,115.98364457,29.70571087,115.98727611,29.70571087,115.98727611,0.4400,716.90,1,58,orb,6,1,-1
177,828.00,29.76512818,115.97297763,29.70571087,115.98727611,29.70571087,115.98727611,0.4400,6757.19,1,443,orb,6,1,-1
178,831.00,29.75657431,115.98045080,29.70571087,115.98727611,29.70571087,115.98727611,0.4167,5700.42,1,382,orb,5,1,-1
179,835.00,29.70627342,115.98249521,29.70571087,115.98727611,29.70627342,115.98249521,0.4633,466.34,1,32,orb,7,1,-1
180,838.00,29.71500518,115.97083435,29.70627342,115.98249521,29.70627342,115.98249521,0.4400,1488.37,1,78,orb,6,1,-1
181,842.00,29.74284973,115.99285319,29.70627342,115.98249521,29.70627342,115.98249521,0.4867,4192.96,1,297,orb,8,1,-1
182,846.00,29.75028303,115.99059868,29.70627342,115.98249521,29.70627342,115.98249521,0.6500,4961.37,1,348,orb,15,1,-1
183,849.00,29.74189013,115.97719002,29.70627342,115.98249521,29.70627342,115.98249521,0.5333,3997.88,1,276,orb,10,1,14
184,853.00,29.74457743,115.97979057,29.70627342,115.98249521,29.70627342,115.98249521,0.4867,4272.01,1,290,orb,8,1,-1
185,856.00,29.72160146,115.99352055,29.70627342,115.98249521,29.70627342,115.98249521,0.4633,2011.78,1,141,orb,7,1,-1
186,859.00,29.71905986,115.97785026,29.70627342,115.98249521,29.70627342,115.98249521,0.4633,1492.52,1,108,orb,7,1,-1
187,863.00,29.70539967,115.97782554,29.70627342,115.98249521,29.70627342,115.98249521,0.4867,461.73,1,17,orb,8,1,-1
188,866.00,29.76705357,115.98996317,29.70627342,115.98249521,29.70627342,115.98249521,0.4167,6804.44,1,464,orb,5,1,-1
189,870.00,29.74414819,115.99552266,29.70627342,115.98249521,29.74414819,115.99552266,0.4400,4400.24,1,297,orb,6,1,-1
190,873.00,29.74771997,115.99057396,29.74414819,115.99552266,29.74414819,115.99552266,0.4633,622.01,1,322,orb,7,1,-1
191,877.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
192,880.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
193,883.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
194,887.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
195,890.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
196,894.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
197,897.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
198,901.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
199,904.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
200,908.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
201,911.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
202,915.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
203,918.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
204,922.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
205,925.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
206,929.00,29.74414819,115.99552266,29.74414819,115.99552266,29.74414819,115.99552266,0.3000,0.00,0,-1,orb,0,1,-1
207,932.00,29.75078739,115.97477486,29.74414819,115.99552266,29.74414819,115.99552266,0.4400,2137.32,1,340,orb,6,1,-1
208,936.00,29.74554776,115.98671997,29.74414819,115.99552266,29.74414819,115.99552266,0.4400,865.01,1,307,orb,6,1,-1
